Company Name,Raw Card Text
Tata AIG,"Tata AIG | Follow | 3.9 | (3.4k) | Insurance | Mumbai +266 other locations | Highly Rated For | Job Security, Company Culture, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 3.4k | Reviews | 12.4k | Salaries | 205 | Interviews | 48 | Jobs | 250 | Benefits | 6 | Photos"
GeBBS Healthcare Solutions,"GeBBS Healthcare Solutions | Follow | 3.8 | (3.4k) | BPO | Mumbai +28 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 3.4k | Reviews | 11.5k | Salaries | 192 | Interviews | 69 | Jobs | 305 | Benefits | 11 | Photos"
Indian Air Force,"Indian Air Force | Follow | 4.6 | (3.4k) | Defence & Aerospace | New Delhi +138 other locations | Highly Rated For | Job Security, Skill Development, Salary | To view salary insights | Select designation | 3.4k | Reviews | 5.5k | Salaries | 90 | Interviews | 2 | Jobs | 361 | Benefits | -- | Photos"
Canara HSBC Life Insurance,"Canara HSBC Life Insurance | Follow | 4.1 | (3.4k) | Insurance | Gurugram +374 other locations | Highly Rated For | Work Life Balance, Salary, Company Culture | To view salary insights | Select designation | 3.4k | Reviews | 6.5k | Salaries | 581 | Interviews | 10 | Jobs | 182 | Benefits | 10 | Photos"
PepsiCo,"PepsiCo | Follow | 4.0 | (3.4k) | Food Processing | Hyderabad +294 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Company Culture, Work Life Balance, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 3.4k | Reviews | 14.8k | Salaries | 263 | Interviews | 262 | Jobs | 276 | Benefits | 19 | Photos"
Max Healthcare,"Max Healthcare | Follow | 4.0 | (3.4k) | Healthcare | New Delhi +79 other locations | Highly Rated For | Skill Development, Job Security, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 3.4k | Reviews | 10.8k | Salaries | 211 | Interviews | 115 | Jobs | 306 | Benefits | 26 | Photos"
UPL,"UPL | Follow | 4.1 | (3.4k) | Agro Chemicals | Ankleshwar +193 other locations | Highly Rated For | Job Security, Work Life Balance, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 3.4k | Reviews | 11.3k | Salaries | 237 | Interviews | 49 | Jobs | 303 | Benefits | 2 | Photos"
Mankind Pharma,Mankind Pharma | Follow | 3.8 | (3.3k) | Pharma | New Delhi +257 other locations | Highly Rated For | Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 3.3k | Reviews | 10k | Salaries | 273 | Interviews | 15 | Jobs | 267 | Benefits | 15 | Photos
Titan Company,"Titan Company | Follow | 4.2 | (3.3k) | Retail | Bengaluru +191 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Company Culture, Job Security, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 3.3k | Reviews | 10.2k | Salaries | 226 | Interviews | 119 | Jobs | 354 | Benefits | 16 | Photos"
Quest Global,"Quest Global | Follow | 3.5 | (3.3k) | IT Services & Consulting | Bengaluru +52 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 3.3k | Reviews | 22.8k | Salaries | 383 | Interviews | 249 | Jobs | 215 | Benefits | -- | Photos"
MSN Laboratories,"MSN Laboratories | Follow | 3.6 | (3.3k) | Pharma | Hyderabad +112 other locations | Highly Rated For | Job Security | Critically Rated For | Company Culture, Work Satisfaction, Work Life Balance | To view salary insights | Select designation | 3.3k | Reviews | 10.2k | Salaries | 187 | Interviews | 23 | Jobs | 169 | Benefits | 7 | Photos"
Varroc Group,"Varroc Group | Follow | 3.6 | (3.3k) | Auto Components | Pune +65 other locations | Critically Rated For | Promotions, Job Security, Company Culture | To view salary insights | Select designation | 3.3k | Reviews | 9.9k | Salaries | 233 | Interviews | 32 | Jobs | 259 | Benefits | 5 | Photos"
Amazon Transportation Services,"Amazon Transportation Services | Follow | 4.2 | (3.3k) | Logistics | Hyderabad +236 other locations | Highly Rated For | Company Culture, Skill Development, Salary | To view salary insights | Select designation | 3.3k | Reviews | 8.8k | Salaries | 268 | Interviews | -- | Jobs | 259 | Benefits | 27 | Photos"
Societe Generale Global Solution Centre,"Societe Generale Global Solution Centre | Follow | 3.6 | (3.3k) | IT Services & Consulting | Bengaluru +26 other locations | Highly Rated For | Work Life Balance, Job Security | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 3.3k | Reviews | 23.8k | Salaries | 309 | Interviews | 13 | Jobs | 308 | Benefits | -- | Photos"
Societe Generale Global Solution Centre,"Societe Generale Global Solution Centre | Follow | 3.6 | (3.3k) | IT Services & Consulting | Bengaluru +26 other locations | Highly Rated For | Work Life Balance, Job Security | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 3.3k | Reviews | 23.7k | Salaries | 309 | Interviews | 13 | Jobs | 308 | Benefits | -- | Photos"
Ambuja Cements,"Ambuja Cements | Follow | 3.8 | (3.3k) | Building Material | Ahmedabad +307 other locations | Critically Rated For | Promotions, Job Security | To view salary insights | Select designation | 3.3k | Reviews | 8.9k | Salaries | 262 | Interviews | 28 | Jobs | 313 | Benefits | 6 | Photos"
Dilip Buildcon,"Dilip Buildcon | Follow | 3.8 | (3.3k) | Engineering & Construction | Bhopal +238 other locations | Highly Rated For | Salary | Critically Rated For | Promotions, Job Security | To view salary insights | Select designation | 3.3k | Reviews | 8k | Salaries | 201 | Interviews | 14 | Jobs | 304 | Benefits | 26 | Photos"
IDFC FIRST Bharat,"IDFC FIRST Bharat | Follow | 4.1 | (3.3k) | Financial Services | Chennai +475 other locations | Highly Rated For | Work Life Balance, Skill Development, Salary | To view salary insights | Select designation | 3.3k | Reviews | 5.3k | Salaries | 172 | Interviews | 5 | Jobs | 99 | Benefits | 2 | Photos"
Walmart,"Walmart | Follow | 3.4 | (3.3k) | Retail | Bengaluru +97 other locations | Critically Rated For | Promotions, Work Satisfaction, Job Security | To view salary insights | Select designation | 3.3k | Reviews | 25.4k | Salaries | 455 | Interviews | 221 | Jobs | 329 | Benefits | 12 | Photos"
Afcons Infrastructure,"Afcons Infrastructure | Follow | 4.2 | (3.3k) | Engineering & Construction | Mumbai +130 other locations | Highly Rated For | Job Security, Skill Development, Company Culture | To view salary insights | Select designation | 3.3k | Reviews | 8.8k | Salaries | 286 | Interviews | 51 | Jobs | 331 | Benefits | 15 | Photos"
S&P Global,"S&P Global | Follow | 3.9 | (3.3k) | Analytics & KPO | Hyderabad +50 other locations | Highly Rated For | Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 3.3k | Reviews | 21.7k | Salaries | 345 | Interviews | 102 | Jobs | 237 | Benefits | 2 | Photos"
Zepto,"Zepto | Follow | 3.6 | (3.3k) | Internet | Bengaluru +115 other locations | Critically Rated For | Job Security, Promotions, Company Culture | To view salary insights | Select designation | 3.3k | Reviews | 12k | Salaries | 507 | Interviews | 29 | Jobs | 78 | Benefits | 17 | Photos"
Allcargo Logistics,Allcargo Logistics | Follow | 3.8 | (3.3k) | Logistics | Mumbai +177 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 3.3k | Reviews | 6.8k | Salaries | 144 | Interviews | 15 | Jobs | 337 | Benefits | 10 | Photos
ESAF Small Finance Bank,"ESAF Small Finance Bank | Follow | 3.6 | (3.3k) | Banking | Thrissur +476 other locations | Critically Rated For | Promotions, Work Satisfaction, Company Culture | To view salary insights | Select designation | 3.3k | Reviews | 8.2k | Salaries | 188 | Interviews | 6 | Jobs | 118 | Benefits | 23 | Photos"
DS Group,"DS Group | Follow | 4.0 | (3.3k) | FMCG | Noida +304 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Job Security, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 3.3k | Reviews | 8.2k | Salaries | 246 | Interviews | 34 | Jobs | 235 | Benefits | 7 | Photos"
Torrent Pharmaceuticals,"Torrent Pharmaceuticals | Follow | 4.0 | (3.3k) | Pharma | Ahmedabad +139 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security, Work Life Balance, Company Culture | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 3.3k | Reviews | 10.5k | Salaries | 195 | Interviews | 32 | Jobs | 349 | Benefits | 3 | Photos"
Bharat Financial Inclusion,"Bharat Financial Inclusion | Follow | 3.7 | (3.3k) | Financial Services | Hyderabad +541 other locations | Highly Rated For | Salary | Critically Rated For | Promotions, Work Satisfaction | To view salary insights | Select designation | 3.3k | Reviews | 5.6k | Salaries | 132 | Interviews | 4 | Jobs | 187 | Benefits | 30 | Photos"
Suzlon Group,"Suzlon Group | Follow | 4.0 | (3.2k) | Power | Pune +152 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security, Skill Development, Company Culture | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 3.2k | Reviews | 7.7k | Salaries | 195 | Interviews | 32 | Jobs | 340 | Benefits | 5 | Photos"
Tata Elxsi,"Tata Elxsi | Follow | 3.4 | (3.2k) | IT Services & Consulting | Bengaluru +32 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 3.2k | Reviews | 24.7k | Salaries | 350 | Interviews | 82 | Jobs | 222 | Benefits | 8 | Photos"
Indus Towers,"Indus Towers | Follow | 3.6 | (3.2k) | Telecom | Gurugram +252 other locations | Critically Rated For | Promotions, Job Security, Work Life Balance | To view salary insights | Select designation | 3.2k | Reviews | 9.7k | Salaries | 248 | Interviews | 52 | Jobs | 234 | Benefits | 11 | Photos"
Eternal Limited,"Eternal Limited | Follow | 3.5 | (3.2k) | Internet | Gurugram +226 other locations | Critically Rated For | Job Security, Promotions, Work Life Balance | To view salary insights | Select designation | 3.2k | Reviews | 15.9k | Salaries | 381 | Interviews | 16 | Jobs | 235 | Benefits | 12 | Photos"
Zensar Technologies,"Zensar Technologies | Follow | 3.5 | (3.2k) | IT Services & Consulting | Pune +30 other locations | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 3.2k | Reviews | 26k | Salaries | 292 | Interviews | 331 | Jobs | 258 | Benefits | 26 | Photos"
Fujitsu,"Fujitsu | Follow | 3.8 | (3.1k) | IT Services & Consulting | Pune +42 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 3.1k | Reviews | 17.8k | Salaries | 215 | Interviews | 109 | Jobs | 209 | Benefits | 19 | Photos"
Marpu Foundation,"Marpu Foundation | Follow | 4.9 | (3.1k) | Non-Profit | Hyderabad +61 other locations | Highly Rated For | Company Culture, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 3.1k | Reviews | 61 | Salaries | 266 | Interviews | -- | Jobs | 8 | Benefits | 5 | Photos"
VVDN Technologies,"VVDN Technologies | Follow | 3.6 | (3.1k) | IT Services & Consulting | Gurugram +52 other locations | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 3.1k | Reviews | 14.6k | Salaries | 275 | Interviews | 19 | Jobs | 138 | Benefits | 12 | Photos"
HDFC Sales,"HDFC Sales | Follow | 3.9 | (3.1k) | Financial Services | Mumbai +361 other locations | Highly Rated For | Company Culture, Work Life Balance, Skill Development | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 3.1k | Reviews | 8.2k | Salaries | 203 | Interviews | 30 | Jobs | 192 | Benefits | 2 | Photos"
Yazaki,Yazaki | Follow | 3.9 | (3.1k) | Auto Components | Pune +95 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 3.1k | Reviews | 9.5k | Salaries | 207 | Interviews | 27 | Jobs | 287 | Benefits | 3 | Photos
IKS Health,"IKS Health | Follow | 3.5 | (3.1k) | BPO | Mumbai +34 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 3.1k | Reviews | 12k | Salaries | 281 | Interviews | 21 | Jobs | 249 | Benefits | 72 | Photos"
Shree Cement,"Shree Cement | Follow | 3.7 | (3.1k) | Building Material | Beawar +287 other locations | Critically Rated For | Promotions, Job Security, Company Culture | To view salary insights | Select designation | 3.1k | Reviews | 10.4k | Salaries | 253 | Interviews | 21 | Jobs | 238 | Benefits | 15 | Photos"
Exl India,"Exl India | Follow | 3.5 | (3.1k) | Logistics | New Delhi +46 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Salary, Skill Development | To view salary insights | Select designation | 3.1k | Reviews | 19.7k | Salaries | 142 | Interviews | 1 | Jobs | 198 | Benefits | 1 | Photos"
I Process Services,"I Process Services | Follow | 3.8 | (3.1k) | Recruitment | Mumbai +419 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 3.1k | Reviews | 5.6k | Salaries | 144 | Interviews | 6 | Jobs | 119 | Benefits | 4 | Photos"
Physicswallah,"Physicswallah | Follow | 3.6 | (3.1k) | EdTech | Noida +155 other locations | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 3.1k | Reviews | 10.2k | Salaries | 326 | Interviews | 366 | Jobs | 92 | Benefits | 11 | Photos"
ACC,"ACC | Follow | 3.9 | (3.1k) | Building Material | Mumbai +287 other locations | Critically Rated For | Promotions, Job Security | To view salary insights | Select designation | 3.1k | Reviews | 9.2k | Salaries | 245 | Interviews | -- | Jobs | 274 | Benefits | 8 | Photos"
CMS IT Services,"CMS IT Services | Follow | 3.0 | (3.1k) | IT Services & Consulting | Mumbai +153 other locations | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 3.1k | Reviews | 9.1k | Salaries | 164 | Interviews | 71 | Jobs | 190 | Benefits | 7 | Photos"
Square Yards,"Square Yards | Follow | 3.5 | (3.1k) | Internet | Gurugram +53 other locations | Critically Rated For | Job Security, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 3.1k | Reviews | 9.8k | Salaries | 262 | Interviews | 50 | Jobs | 225 | Benefits | 37 | Photos"
Nokia,"Nokia | Follow | 4.0 | (3.1k) | Telecom | Bengaluru +172 other locations | Highly Rated For | Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 3.1k | Reviews | 17.7k | Salaries | 339 | Interviews | 68 | Jobs | 556 | Benefits | 15 | Photos"
Future Group,"Future Group | Follow | 4.3 | (3k) | Retail | Mumbai +212 other locations | Highly Rated For | Skill Development, Company Culture, Work Life Balance | To view salary insights | Select designation | 3k | Reviews | 6.1k | Salaries | 86 | Interviews | -- | Jobs | 400 | Benefits | 3 | Photos"
Foxconn,"Foxconn | Follow | 3.8 | (3k) | Electronics Manufacturing | Chennai +72 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Company Culture | To view salary insights | Select designation | 3k | Reviews | 12.8k | Salaries | 269 | Interviews | 11 | Jobs | 148 | Benefits | 4 | Photos"
Shoppers Stop,"Shoppers Stop | Follow | 3.9 | (3k) | Retail | Mumbai +88 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Company Culture, Work Life Balance, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 3k | Reviews | 7.1k | Salaries | 154 | Interviews | 50 | Jobs | 322 | Benefits | 18 | Photos"
Apollo Tyres,"Apollo Tyres | Follow | 4.0 | (3k) | Auto Components | Chennai +185 other locations | Highly Rated For | Company Culture, Work Life Balance, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 3k | Reviews | 10.2k | Salaries | 161 | Interviews | 19 | Jobs | 339 | Benefits | 7 | Photos"
Fiserv,"Fiserv | Follow | 2.7 | (3k) | FinTech | Pune +35 other locations | Critically Rated For | Promotions, Job Security, Company Culture | To view salary insights | Select designation | 3k | Reviews | 17.6k | Salaries | 205 | Interviews | 21 | Jobs | 327 | Benefits | 11 | Photos"
Britannia,"Britannia | Follow | 4.0 | (3k) | Hospitality | Pune +317 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 3k | Reviews | 8.8k | Salaries | 254 | Interviews | 48 | Jobs | 260 | Benefits | 8 | Photos"
Dalmia Bharat Cement,"Dalmia Bharat Cement | Follow | 3.9 | (3k) | Building Material | New Delhi +263 other locations | Highly Rated For | Job Security, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 3k | Reviews | 42 | Salaries | 215 | Interviews | 74 | Jobs | 260 | Benefits | 16 | Photos"
ZS,"ZS | Follow | 3.0 | (3k) | Management Consulting | Pune +19 other locations | Critically Rated For | Work Life Balance, Work Satisfaction, Company Culture | To view salary insights | Select designation | 3k | Reviews | 22.9k | Salaries | 544 | Interviews | 84 | Jobs | 287 | Benefits | 23 | Photos"
ZS,"ZS | Follow | 3.0 | (3k) | Management Consulting | Pune +19 other locations | Critically Rated For | Work Life Balance, Work Satisfaction, Company Culture | To view salary insights | Select designation | 3k | Reviews | 22.9k | Salaries | 544 | Interviews | 83 | Jobs | 287 | Benefits | 23 | Photos"
Landmark Group,Landmark Group | Follow | 3.8 | (3k) | Retail | Bengaluru +177 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 3k | Reviews | 9.7k | Salaries | 182 | Interviews | 4 | Jobs | 274 | Benefits | 9 | Photos
SRF,"SRF | Follow | 4.1 | (3k) | Chemicals | Bharuch +70 other locations | Highly Rated For | Job Security, Salary, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 3k | Reviews | 9.5k | Salaries | 218 | Interviews | 10 | Jobs | 264 | Benefits | 5 | Photos"
Nestlé,"Nestlé | Follow | 3.7 | (2.9k) | FMCG | Gurugram +294 other locations | Highly Rated For | Salary | Critically Rated For | Promotions, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 2.9k | Reviews | 10.4k | Salaries | 301 | Interviews | 27 | Jobs | 316 | Benefits | 20 | Photos"
Dalmia Bharat Cement,"Dalmia Bharat Cement | Follow | Building Material | Guwahati +257 other locations | Highly Rated For | Job Security, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | -- | Reviews | -- | Salaries | -- | Interviews | -- | Jobs | -- | Benefits | -- | Photos"
Blue Dart Express Ltd,"Blue Dart Express Ltd | Follow | 3.9 | (2.9k) | Logistics | Mumbai +283 other locations | Highly Rated For | Job Security, Company Culture, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 2.9k | Reviews | 7k | Salaries | 141 | Interviews | 13 | Jobs | 248 | Benefits | 9 | Photos"
Kansai Nerolac Paints,Kansai Nerolac Paints | Follow | 3.8 | (2.9k) | Chemicals | Mumbai +270 other locations | Critically Rated For | Promotions | To view salary insights | Select designation | 2.9k | Reviews | 8.5k | Salaries | 203 | Interviews | 67 | Jobs | 195 | Benefits | 7 | Photos
Exide Industries,"Exide Industries | Follow | 3.4 | (2.9k) | Electrical Equipment | Kolkata +201 other locations | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 2.9k | Reviews | 9.1k | Salaries | 228 | Interviews | 61 | Jobs | 248 | Benefits | 6 | Photos"
Tata Advanced Systems,"Tata Advanced Systems | Follow | 3.7 | (2.9k) | Defence & Aerospace | Bengaluru +68 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 2.9k | Reviews | 13.6k | Salaries | 203 | Interviews | 11 | Jobs | 165 | Benefits | 7 | Photos"
Blue Star,"Blue Star | Follow | 4.0 | (2.8k) | Consumer Electronics & Appliances | Mumbai +156 other locations | Highly Rated For | Company Culture, Skill Development, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 2.8k | Reviews | 10.1k | Salaries | 211 | Interviews | 264 | Jobs | 263 | Benefits | 18 | Photos"
Shell,"Shell | Follow | 3.9 | (2.8k) | Oil & Gas | Bengaluru +97 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Company Culture, Salary | Critically Rated For | Promotions, Job Security | To view salary insights | Select designation | 2.8k | Reviews | 14.5k | Salaries | 245 | Interviews | 30 | Jobs | 261 | Benefits | 8 | Photos"
Gallagher,"Gallagher | Follow | 3.6 | (2.8k) | Insurance | Bengaluru +32 other locations | Highly Rated For | Work Life Balance, Job Security | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 2.8k | Reviews | 15.2k | Salaries | 290 | Interviews | 23 | Jobs | 154 | Benefits | 1 | Photos"
TVS Supply Chain Solutions,"TVS Supply Chain Solutions | Follow | 3.8 | (2.8k) | Logistics | Chennai +160 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 2.8k | Reviews | 8.6k | Salaries | 174 | Interviews | 15 | Jobs | 195 | Benefits | 21 | Photos"
Micro Labs,"Micro Labs | Follow | 3.6 | (2.8k) | Pharma | Bengaluru +158 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 2.8k | Reviews | 10k | Salaries | 158 | Interviews | 15 | Jobs | 210 | Benefits | 4 | Photos"
KPMG Global Services,"KPMG Global Services | Follow | 3.4 | (2.8k) | Management Consulting | Bengaluru +40 other locations | Critically Rated For | Promotions, Work Satisfaction, Salary | To view salary insights | Select designation | 2.8k | Reviews | 24.8k | Salaries | 280 | Interviews | 26 | Jobs | 20 | Benefits | -- | Photos"
Photon Interactive,"Photon Interactive | Follow | 4.0 | (2.8k) | IT Services & Consulting | Chennai +20 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Skill Development, Salary, Company Culture | To view salary insights | Select designation | 2.8k | Reviews | 7.8k | Salaries | 146 | Interviews | 508 | Jobs | 117 | Benefits | -- | Photos"
Flex,"Flex | Follow | 3.9 | (2.8k) | Electronics Manufacturing | Chennai +48 other locations | Highly Rated For | Company Culture, Work Life Balance, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 2.8k | Reviews | 15.4k | Salaries | 218 | Interviews | 41 | Jobs | 445 | Benefits | 14 | Photos"
KFintech,"KFintech | Follow | 3.3 | (2.8k) | Financial Services | Hyderabad +115 other locations | Critically Rated For | Promotions, Salary, Skill Development | To view salary insights | Select designation | 2.8k | Reviews | 11.4k | Salaries | 181 | Interviews | 24 | Jobs | 61 | Benefits | 2 | Photos"
UnitedHealth,"UnitedHealth | Follow | 4.0 | (2.8k) | Healthcare | Hyderabad +19 other locations | Highly Rated For | Job Security, Work Life Balance, Company Culture | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 2.8k | Reviews | 13.1k | Salaries | 84 | Interviews | -- | Jobs | 435 | Benefits | -- | Photos"
Care Health Insurance,"Care Health Insurance | Follow | 3.5 | (2.8k) | Insurance | Gurugram +263 other locations | Critically Rated For | Promotions, Skill Development, Salary | To view salary insights | Select designation | 2.8k | Reviews | 9.2k | Salaries | 177 | Interviews | 31 | Jobs | 185 | Benefits | 11 | Photos"
Ajanta Pharma,Ajanta Pharma | Follow | 3.9 | (2.8k) | Pharma | Mumbai +124 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 2.8k | Reviews | 9.3k | Salaries | 174 | Interviews | 22 | Jobs | 237 | Benefits | 10 | Photos
G4S,"G4S | Follow | 4.0 | (2.8k) | Law Enforcement & Security | Gurugram +173 other locations | Highly Rated For | Work Life Balance, Job Security, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 2.8k | Reviews | 5.3k | Salaries | 145 | Interviews | 159 | Jobs | 248 | Benefits | 15 | Photos"
Voltas,"Voltas | Follow | 4.0 | (2.8k) | Consumer Electronics & Appliances | Mumbai +210 other locations | Highly Rated For | Job Security, Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 2.8k | Reviews | 8.8k | Salaries | 183 | Interviews | 41 | Jobs | 265 | Benefits | 3 | Photos"
ACT Fibernet,"ACT Fibernet | Follow | 3.9 | (2.8k) | Telecom | Hyderabad +60 other locations | Highly Rated For | Company Culture, Job Security, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 2.8k | Reviews | 8k | Salaries | 186 | Interviews | 219 | Jobs | 286 | Benefits | 10 | Photos"
ElasticRun,"ElasticRun | Follow | 3.6 | (2.8k) | Logistics | Pune +399 other locations | Critically Rated For | Job Security, Promotions, Work Satisfaction | To view salary insights | Select designation | 2.8k | Reviews | 6.8k | Salaries | 283 | Interviews | 7 | Jobs | 228 | Benefits | 45 | Photos"
Sonalika Tractors,"Sonalika Tractors | Follow | 3.5 | (2.8k) | Automobile | Hoshiarpur +201 other locations | Critically Rated For | Company Culture, Promotions, Work Life Balance | To view salary insights | Select designation | 2.8k | Reviews | 9.5k | Salaries | 180 | Interviews | -- | Jobs | 189 | Benefits | 4 | Photos"
Movate,"Movate | Follow | 3.1 | (2.8k) | IT Services & Consulting | Chennai +40 other locations | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 2.8k | Reviews | 15.7k | Salaries | 304 | Interviews | 238 | Jobs | 18 | Benefits | 24 | Photos"
Adani Power,Adani Power | Follow | 3.8 | (2.8k) | Power | Mundra +137 other locations | Critically Rated For | Promotions | To view salary insights | Select designation | 2.8k | Reviews | 10.6k | Salaries | 345 | Interviews | -- | Jobs | 184 | Benefits | 11 | Photos
GAO Tek,"GAO Tek | Follow | 4.4 | (2.8k) | Electrical Equipment | New York +48 other locations | Highly Rated For | Skill Development, Work Life Balance, Company Culture | Critically Rated For | Salary | To view salary insights | Select designation | 2.8k | Reviews | 270 | Salaries | 817 | Interviews | -- | Jobs | 157 | Benefits | 1 | Photos"
NoBroker,"NoBroker | Follow | 3.0 | (2.8k) | Internet | Bengaluru +51 other locations | Critically Rated For | Promotions, Work Satisfaction, Job Security | To view salary insights | Select designation | 2.8k | Reviews | 11.4k | Salaries | 297 | Interviews | 549 | Jobs | 368 | Benefits | 25 | Photos"
DBS Bank,"DBS Bank | Follow | 3.7 | (2.7k) | Banking | Hyderabad +186 other locations | Highly Rated For | Salary | Critically Rated For | Promotions, Work Satisfaction | To view salary insights | Select designation | 2.7k | Reviews | 13.4k | Salaries | 212 | Interviews | 374 | Jobs | 199 | Benefits | 11 | Photos"
BlackBuck,"BlackBuck | Follow | 3.7 | (2.7k) | Internet | Bengaluru +368 other locations | Critically Rated For | Promotions, Job Security | To view salary insights | Select designation | 2.7k | Reviews | 6.8k | Salaries | 230 | Interviews | 55 | Jobs | 248 | Benefits | 13 | Photos"
Capita,"Capita | Follow | 3.5 | (2.7k) | BPO | Pune +36 other locations | Critically Rated For | Promotions, Salary, Job Security | To view salary insights | Select designation | 2.7k | Reviews | 12.2k | Salaries | 170 | Interviews | 18 | Jobs | 326 | Benefits | 3 | Photos"
Himalaya Wellness,Himalaya Wellness | Follow | 3.9 | (2.7k) | Pharma | Bengaluru +248 other locations | Critically Rated For | Promotions | To view salary insights | Select designation | 2.7k | Reviews | 6.1k | Salaries | 159 | Interviews | 183 | Jobs | 264 | Benefits | 9 | Photos
IntouchCX,"IntouchCX | Follow | 2.8 | (2.8k) | BPO | Hyderabad +25 other locations | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 2.8k | Reviews | 10.8k | Salaries | 248 | Interviews | 74 | Jobs | 170 | Benefits | 18 | Photos"
Foundever,"Foundever | Follow | 3.3 | (2.7k) | BPO | Hyderabad +23 other locations | Critically Rated For | Promotions, Salary, Skill Development | To view salary insights | Select designation | 2.7k | Reviews | 9.6k | Salaries | 200 | Interviews | 72 | Jobs | 222 | Benefits | 15 | Photos"
Laurus Labs,"Laurus Labs | Follow | 4.3 | (2.7k) | Pharma | Visakhapatnam +35 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security, Salary, Company Culture | To view salary insights | Select designation | 2.7k | Reviews | 7.6k | Salaries | 165 | Interviews | 3 | Jobs | 232 | Benefits | 11 | Photos"
