Company Name,Raw Card Text,Company Rating,Reviews,Industry,Location
CGI Inc,"CGI Inc | Follow | 4.0 | (5.7k) | IT Services & Consulting | Bengaluru +49 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Job Security, Company Culture | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 5.7k | Reviews | 48.2k | Salaries | 590 | Interviews | 446 | Jobs | 380 | Benefits | 6 | Photos",4.0,48.2,IT Services & Consulting,Bengaluru +49 other locations
Kalpataru Projects International,"Kalpataru Projects International | Follow | 4.1 | (5.7k) | Engineering & Construction | Mumbai +346 other locations | Highly Rated For | Job Security, Skill Development, Salary | To view salary insights | Select designation | 5.7k | Reviews | 14.4k | Salaries | 362 | Interviews | 2 | Jobs | 244 | Benefits | 23 | Photos",4.1,14.4,Engineering & Construction,Mumbai +346 other locations
NTT DATA,NTT DATA | Follow | 3.8 | (5.7k) | IT Services & Consulting | Bengaluru +89 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 5.7k | Reviews | 40.1k | Salaries | 791 | Interviews | 10 | Jobs | 557 | Benefits | 2 | Photos,3.8,40.1,IT Services & Consulting,Bengaluru +89 other locations
Nagarjuna Construction Company,"Nagarjuna Construction Company | Follow | 4.0 | (5.6k) | Construction | Hyderabad +308 other locations | Highly Rated For | Job Security, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 5.6k | Reviews | 13.2k | Salaries | 479 | Interviews | 12 | Jobs | 438 | Benefits | 13 | Photos",4.0,13.2,Construction,Hyderabad +308 other locations
SBI Cards & Payment Services,"SBI Cards & Payment Services | Follow | 3.6 | (5.6k) | Financial Services | Gurugram +463 other locations | Critically Rated For | Promotions, Work Satisfaction, Company Culture | To view salary insights | Select designation | 5.6k | Reviews | 15.8k | Salaries | 346 | Interviews | 113 | Jobs | 359 | Benefits | 14 | Photos",3.6,15.8,Financial Services,Gurugram +463 other locations
IQVIA,"IQVIA | Follow | 3.7 | (5.6k) | Clinical Research | Bengaluru +68 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 5.6k | Reviews | 32.7k | Salaries | 587 | Interviews | 39 | Jobs | 563 | Benefits | 10 | Photos",3.7,32.7,Clinical Research,Bengaluru +68 other locations
BNY,"BNY | Follow | 3.6 | (5.5k) | Financial Services | Pune +29 other locations | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 5.5k | Reviews | 32.7k | Salaries | 410 | Interviews | 58 | Jobs | 562 | Benefits | 1 | Photos",3.6,32.7,Financial Services,Pune +29 other locations
Cyient,"Cyient | Follow | 3.6 | (5.5k) | IT Services & Consulting | Hyderabad +52 other locations | Critically Rated For | Promotions, Salary, Skill Development | To view salary insights | Select designation | 5.5k | Reviews | 27.7k | Salaries | 348 | Interviews | 171 | Jobs | 461 | Benefits | 3 | Photos",3.6,27.7,IT Services & Consulting,Hyderabad +52 other locations
Schneider Electric,"Schneider Electric | Follow | 4.1 | (5.5k) | Industrial Automation | Bengaluru +124 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Company Culture, Work Life Balance, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 5.5k | Reviews | 27k | Salaries | 481 | Interviews | 473 | Jobs | 465 | Benefits | 14 | Photos",4.1,27.0,Industrial Automation,Bengaluru +124 other locations
CBRE,"CBRE | Follow | 4.1 | (5.5k) | Real Estate | Hyderabad +101 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Company Culture, Work Life Balance, Job Security | To view salary insights | Select designation | 5.5k | Reviews | 19.7k | Salaries | 378 | Interviews | 21 | Jobs | 494 | Benefits | 19 | Photos",4.1,19.7,Real Estate,Hyderabad +101 other locations
SBI Life Insurance Company,"SBI Life Insurance Company | Follow | 3.7 | (5.5k) | Insurance | Mumbai +683 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 5.5k | Reviews | 12.3k | Salaries | 334 | Interviews | 12 | Jobs | 351 | Benefits | 25 | Photos",3.7,12.3,Insurance,Mumbai +683 other locations
Persistent Systems,"Persistent Systems | Follow | 3.6 | (5.4k) | IT Services & Consulting | Pune +42 other locations | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 5.4k | Reviews | 48.5k | Salaries | 746 | Interviews | 383 | Jobs | 412 | Benefits | 33 | Photos",3.6,48.5,IT Services & Consulting,Pune +42 other locations
TVS Motor,"TVS Motor | Follow | 3.8 | (5.4k) | Automobile | Hosur +364 other locations | Highly Rated For | Skill Development, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 5.4k | Reviews | 17.1k | Salaries | 445 | Interviews | 277 | Jobs | 573 | Benefits | 21 | Photos",3.8,17.1,Automobile,Hosur +364 other locations
JustDial,"JustDial | Follow | 3.5 | (5.4k) | Internet | Noida +242 other locations | Critically Rated For | Promotions, Work Satisfaction, Job Security | To view salary insights | Select designation | 5.4k | Reviews | 15.7k | Salaries | 413 | Interviews | 18 | Jobs | 373 | Benefits | 10 | Photos",3.5,15.7,Internet,Noida +242 other locations
State Bank of India,"State Bank of India | Follow | 3.9 | (5.3k) | Banking | Mumbai +683 other locations | Highly Rated For | Job Security, Skill Development, Salary | To view salary insights | Select designation | 5.3k | Reviews | 12k | Salaries | 354 | Interviews | 20 | Jobs | 417 | Benefits | 7 | Photos",3.9,12.0,Banking,Mumbai +683 other locations
KEC International,"KEC International | Follow | 4.0 | (5.3k) | Engineering & Construction | Mumbai +328 other locations | Highly Rated For | Job Security, Salary, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 5.3k | Reviews | 14.2k | Salaries | 451 | Interviews | 13 | Jobs | 485 | Benefits | 57 | Photos",4.0,14.2,Engineering & Construction,Mumbai +328 other locations
ITC Infotech,"ITC Infotech | Follow | 3.8 | (5.3k) | IT Services & Consulting | Bengaluru +72 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 5.3k | Reviews | 30.6k | Salaries | 435 | Interviews | 68 | Jobs | 307 | Benefits | 11 | Photos",3.8,30.6,IT Services & Consulting,Bengaluru +72 other locations
Amdocs,"Amdocs | Follow | 3.6 | (5.2k) | Software Product | Pune +25 other locations | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 5.2k | Reviews | 38.1k | Salaries | 579 | Interviews | -- | Jobs | 638 | Benefits | 22 | Photos",3.6,38.1,Software Product,Pune +25 other locations
Utkarsh Small Finance Bank,"Utkarsh Small Finance Bank | Follow | 3.6 | (5.2k) | Banking | Varanasi +444 other locations | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 5.2k | Reviews | 11.9k | Salaries | 345 | Interviews | 41 | Jobs | 306 | Benefits | 56 | Photos",3.6,11.9,Banking,Varanasi +444 other locations
Atos,"Atos | Follow | 3.8 | (5.1k) | IT Services & Consulting | Pune +57 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 5.1k | Reviews | 33k | Salaries | 422 | Interviews | 74 | Jobs | 480 | Benefits | 10 | Photos",3.8,33.0,IT Services & Consulting,Pune +57 other locations
Varun Beverages,"Varun Beverages | Follow | 4.0 | (5.1k) | Beverage | New Delhi +395 other locations | Highly Rated For | Job Security, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 5.1k | Reviews | 12.6k | Salaries | 367 | Interviews | 19 | Jobs | 339 | Benefits | 32 | Photos",4.0,12.6,Beverage,New Delhi +395 other locations
JBM Group,"JBM Group | Follow | 3.9 | (5.1k) | Auto Components | Gurugram +124 other locations | Highly Rated For | Job Security, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 5.1k | Reviews | 14.3k | Salaries | 382 | Interviews | 77 | Jobs | 365 | Benefits | 22 | Photos",3.9,14.3,Auto Components,Gurugram +124 other locations
vivo,"vivo | Follow | 4.0 | (5.1k) | Consumer Electronics & Appliances | Noida +423 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Company Culture, Skill Development, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 5.1k | Reviews | 12.9k | Salaries | 252 | Interviews | 28 | Jobs | 633 | Benefits | 3 | Photos",4.0,12.9,Consumer Electronics & Appliances,Noida +423 other locations
Lenskart,"Lenskart | Follow | 3.4 | (5.1k) | Internet | New Delhi +275 other locations | Critically Rated For | Promotions, Company Culture, Work Life Balance | To view salary insights | Select designation | 5.1k | Reviews | 14.2k | Salaries | 554 | Interviews | 216 | Jobs | 370 | Benefits | 48 | Photos",3.4,14.2,Internet,New Delhi +275 other locations
Randstad,"Randstad | Follow | 3.7 | (5k) | Recruitment | Hyderabad +380 other locations | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 5k | Reviews | 17.9k | Salaries | 349 | Interviews | 18 | Jobs | 366 | Benefits | 7 | Photos",3.7,17.9,Recruitment,Hyderabad +380 other locations
Hetero,"Hetero | Follow | 3.9 | (5k) | Pharma | Hyderabad +75 other locations | Highly Rated For | Job Security, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 5k | Reviews | 15.8k | Salaries | 478 | Interviews | 90 | Jobs | 405 | Benefits | 16 | Photos",3.9,15.8,Pharma,Hyderabad +75 other locations
Intas Pharmaceuticals,"Intas Pharmaceuticals | Follow | 4.1 | (4.9k) | Pharma | Ahmedabad +159 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security, Salary, Work Life Balance | To view salary insights | Select designation | 4.9k | Reviews | 18.2k | Salaries | 279 | Interviews | 34 | Jobs | 408 | Benefits | 9 | Photos",4.1,18.2,Pharma,Ahmedabad +159 other locations
Havells,"Havells | Follow | 3.9 | (4.9k) | Electrical Equipment | Noida +277 other locations | Highly Rated For | Work Life Balance, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 4.9k | Reviews | 16.1k | Salaries | 321 | Interviews | 23 | Jobs | 341 | Benefits | 14 | Photos",3.9,16.1,Electrical Equipment,Noida +277 other locations
Nagarro,"Nagarro | Follow | 3.8 | (4.9k) | IT Services & Consulting | Gurugram +50 other locations | Highly Rated For | Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 4.9k | Reviews | 34.5k | Salaries | 848 | Interviews | 315 | Jobs | 1.1k | Benefits | 16 | Photos",3.8,34.5,IT Services & Consulting,Gurugram +50 other locations
Ecom Express,"Ecom Express | Follow | 4.1 | (4.9k) | Logistics | Gurugram +800 other locations | Highly Rated For | Work Life Balance, Company Culture, Work Satisfaction | To view salary insights | Select designation | 4.9k | Reviews | 9.3k | Salaries | 270 | Interviews | -- | Jobs | 311 | Benefits | 39 | Photos",4.1,9.3,Logistics,Gurugram +800 other locations
Bosch,"Bosch | Follow | 4.1 | (4.9k) | Auto Components | Bengaluru +144 other locations | Highly Rated For | Work Life Balance, Company Culture, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 4.9k | Reviews | 21.5k | Salaries | 394 | Interviews | 2 | Jobs | 620 | Benefits | 18 | Photos",4.1,21.5,Auto Components,Bengaluru +144 other locations
Aditya Birla Fashion and Retail,"Aditya Birla Fashion and Retail | Follow | 4.1 | (4.9k) | Fashion & Textile | Bengaluru +301 other locations | Highly Rated For | Job Security, Skill Development, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 4.9k | Reviews | 13.5k | Salaries | 290 | Interviews | 86 | Jobs | 423 | Benefits | 14 | Photos",4.1,13.5,Fashion & Textile,Bengaluru +301 other locations
Tata AIA Life Insurance,"Tata AIA Life Insurance | Follow | 3.8 | (4.9k) | Insurance | Mumbai +478 other locations | Highly Rated For | Job Security, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 4.9k | Reviews | 15.4k | Salaries | 271 | Interviews | 923 | Jobs | 325 | Benefits | 25 | Photos",3.8,15.4,Insurance,Mumbai +478 other locations
R1 RCM,R1 RCM | Follow | 3.8 | (4.9k) | BPO | Hyderabad +52 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 4.9k | Reviews | 22.9k | Salaries | 380 | Interviews | 184 | Jobs | 365 | Benefits | 23 | Photos,3.8,22.9,BPO,Hyderabad +52 other locations
L&T Finance,L&T Finance | Follow | 3.8 | (4.9k) | NBFC | Mumbai +686 other locations | Highly Rated For | Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 4.9k | Reviews | 11.9k | Salaries | 244 | Interviews | -- | Jobs | 255 | Benefits | 45 | Photos,3.8,11.9,NBFC,Mumbai +686 other locations
EY Global Delivery Services ( EY GDS),"EY Global Delivery Services ( EY GDS) | Follow | 3.4 | (4.9k) | IT Services & Consulting | Bengaluru +59 other locations | Critically Rated For | Promotions, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 4.9k | Reviews | 55k | Salaries | 945 | Interviews | 20 | Jobs | 368 | Benefits | 18 | Photos",3.4,55.0,IT Services & Consulting,Bengaluru +59 other locations
Eviden,"Eviden | Follow | 3.6 | (4.8k) | IT Services & Consulting | Pune +41 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions, Salary, Job Security | To view salary insights | Select designation | 4.8k | Reviews | 25.8k | Salaries | 317 | Interviews | -- | Jobs | 3 | Benefits | 11 | Photos",3.6,25.8,IT Services & Consulting,Pune +41 other locations
Berger Paints,"Berger Paints | Follow | 3.7 | (4.8k) | Chemicals | Kolkata +389 other locations | Critically Rated For | Promotions, Company Culture, Work Life Balance | To view salary insights | Select designation | 4.8k | Reviews | 11k | Salaries | 469 | Interviews | 303 | Jobs | 291 | Benefits | 11 | Photos",3.7,11.0,Chemicals,Kolkata +389 other locations
Cars24,"Cars24 | Follow | 3.5 | (4.8k) | Internet | Gurugram +174 other locations | Critically Rated For | Job Security, Promotions, Company Culture | To view salary insights | Select designation | 4.8k | Reviews | 16.1k | Salaries | 423 | Interviews | 84 | Jobs | 403 | Benefits | 18 | Photos",3.5,16.1,Internet,Gurugram +174 other locations
Hewlett Packard Enterprise,"Hewlett Packard Enterprise | Follow | 4.0 | (4.8k) | IT Services & Consulting | Bengaluru +106 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Company Culture, Work Satisfaction | Critically Rated For | Promotions | To view salary insights | Select designation | 4.8k | Reviews | 27.9k | Salaries | 275 | Interviews | 307 | Jobs | 556 | Benefits | 18 | Photos",4.0,27.9,IT Services & Consulting,Bengaluru +106 other locations
Mahindra Logistics,"Mahindra Logistics | Follow | 3.7 | (4.8k) | Logistics | Mumbai +240 other locations | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 4.8k | Reviews | 12.9k | Salaries | 259 | Interviews | 121 | Jobs | 455 | Benefits | 24 | Photos",3.7,12.9,Logistics,Mumbai +240 other locations
Dell,"Dell | Follow | 3.8 | (4.7k) | Consumer Electronics & Appliances | Bengaluru +124 other locations | Highly Rated For | Work Life Balance, Company Culture | Critically Rated For | Promotions, Job Security | To view salary insights | Select designation | 4.7k | Reviews | 29.7k | Salaries | 447 | Interviews | 17 | Jobs | 562 | Benefits | 25 | Photos",3.8,29.7,Consumer Electronics & Appliances,Bengaluru +124 other locations
Deutsche Bank,"Deutsche Bank | Follow | 3.8 | (4.7k) | Banking | Pune +44 other locations | Highly Rated For | Work Life Balance, Job Security, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 4.7k | Reviews | 39.3k | Salaries | 450 | Interviews | 289 | Jobs | 432 | Benefits | 81 | Photos",3.8,39.3,Banking,Pune +44 other locations
Home Credit Finance,"Home Credit Finance | Follow | 4.0 | (4.7k) | NBFC | Gurugram +147 other locations | Highly Rated For | Work Life Balance, Company Culture, Work Satisfaction | Critically Rated For | Promotions | To view salary insights | Select designation | 4.7k | Reviews | 9k | Salaries | 157 | Interviews | 113 | Jobs | 604 | Benefits | 7 | Photos",4.0,9.0,NBFC,Gurugram +147 other locations
TeamLease Services,TeamLease Services | Follow | 3.9 | (4.7k) | Recruitment | Bengaluru +425 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 4.7k | Reviews | 16.8k | Salaries | 273 | Interviews | -- | Jobs | 228 | Benefits | 6 | Photos,3.9,16.8,Recruitment,Bengaluru +425 other locations
Motilal Oswal Financial Services,"Motilal Oswal Financial Services | Follow | 3.6 | (4.7k) | Financial Services | Mumbai +172 other locations | Critically Rated For | Work Satisfaction, Promotions, Work Life Balance | To view salary insights | Select designation | 4.7k | Reviews | 13.9k | Salaries | 563 | Interviews | 60 | Jobs | 182 | Benefits | 90 | Photos",3.6,13.9,Financial Services,Mumbai +172 other locations
VE Commercial Vehicles,"VE Commercial Vehicles | Follow | 3.9 | (4.6k) | Automobile | Indore +187 other locations | Highly Rated For | Job Security, Company Culture, Skill Development | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 4.6k | Reviews | 14.8k | Salaries | 309 | Interviews | 20 | Jobs | 379 | Benefits | 13 | Photos",3.9,14.8,Automobile,Indore +187 other locations
Hyundai Motor India Limited,"Hyundai Motor India Limited | Follow | 4.1 | (4.6k) | Automobile | Chennai +297 other locations | Highly Rated For | Job Security, Salary, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 4.6k | Reviews | 14.6k | Salaries | 339 | Interviews | 3 | Jobs | 538 | Benefits | 33 | Photos",4.1,14.6,Automobile,Chennai +297 other locations
OPPO,"OPPO | Follow | 3.9 | (4.6k) | Consumer Electronics & Appliances | Greater Noida +419 other locations | Highly Rated For | Skill Development | Critically Rated For | Promotions, Job Security | To view salary insights | Select designation | 4.6k | Reviews | 11.4k | Salaries | 268 | Interviews | 10 | Jobs | 591 | Benefits | 10 | Photos",3.9,11.4,Consumer Electronics & Appliances,Greater Noida +419 other locations
Thermax Limited,"Thermax Limited | Follow | 4.2 | (4.6k) | Industrial Machinery | Pune +269 other locations | Highly Rated For | Job Security, Company Culture, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 4.6k | Reviews | 13.7k | Salaries | 368 | Interviews | 34 | Jobs | 405 | Benefits | 24 | Photos",4.2,13.7,Industrial Machinery,Pune +269 other locations
Carelon Global Solutions,"Carelon Global Solutions | Follow | 3.9 | (4.5k) | IT Services & Consulting | Bengaluru +22 other locations | Highly Rated For | Company Culture, Work Life Balance, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 4.5k | Reviews | 29.3k | Salaries | 441 | Interviews | 62 | Jobs | 38 | Benefits | 13 | Photos",3.9,29.3,IT Services & Consulting,Bengaluru +22 other locations
Hindalco Industries,"Hindalco Industries | Follow | 4.2 | (4.5k) | Metals & Mining | Sambalpur +136 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security, Work Life Balance, Skill Development | To view salary insights | Select designation | 4.5k | Reviews | 13.4k | Salaries | 335 | Interviews | 15 | Jobs | 380 | Benefits | 23 | Photos",4.2,13.4,Metals & Mining,Sambalpur +136 other locations
Jindal Steel Limited,"Jindal Steel Limited | Follow | 3.9 | (4.5k) | Iron & Steel | Angul +178 other locations | Highly Rated For | Skill Development, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 4.5k | Reviews | 16.6k | Salaries | 460 | Interviews | 45 | Jobs | 368 | Benefits | 39 | Photos",3.9,16.6,Iron & Steel,Angul +178 other locations
Jubilant Foods Works,"Jubilant Foods Works | Follow | 3.7 | (4.5k) | Hospitality | Noida +277 other locations | Critically Rated For | Promotions, Work Satisfaction | To view salary insights | Select designation | 4.5k | Reviews | 10k | Salaries | 275 | Interviews | 271 | Jobs | 215 | Benefits | 20 | Photos",3.7,10.0,Hospitality,Noida +277 other locations
Macleods Pharmaceuticals,"Macleods Pharmaceuticals | Follow | 3.7 | (4.5k) | Pharma | Mumbai +143 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Company Culture | To view salary insights | Select designation | 4.5k | Reviews | 16.1k | Salaries | 285 | Interviews | 20 | Jobs | 353 | Benefits | 4 | Photos",3.7,16.1,Pharma,Mumbai +143 other locations
State Street Corporation,"State Street Corporation | Follow | 3.5 | (4.4k) | Financial Services | Bengaluru +39 other locations | Critically Rated For | Promotions, Work Satisfaction, Job Security | To view salary insights | Select designation | 4.4k | Reviews | 35.1k | Salaries | 309 | Interviews | 12 | Jobs | 287 | Benefits | 11 | Photos",3.5,35.1,Financial Services,Bengaluru +39 other locations
Bajaj Auto,Bajaj Auto | Follow | 3.8 | (4.4k) | Automobile | Pune +337 other locations | Critically Rated For | Promotions | To view salary insights | Select designation | 4.4k | Reviews | 15.1k | Salaries | 342 | Interviews | 40 | Jobs | 489 | Benefits | 19 | Photos,3.8,15.1,Automobile,Pune +337 other locations
LG Electronics,"LG Electronics | Follow | 3.8 | (4.4k) | Consumer Electronics & Appliances | Pune +312 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Work Life Balance | To view salary insights | Select designation | 4.4k | Reviews | 11.4k | Salaries | 278 | Interviews | 13 | Jobs | 410 | Benefits | 18 | Photos",3.8,11.4,Consumer Electronics & Appliances,Pune +312 other locations
DCB Bank,DCB Bank | Follow | 3.8 | (4.3k) | Banking | Mumbai +355 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 4.3k | Reviews | 9.9k | Salaries | 240 | Interviews | 19 | Jobs | 264 | Benefits | 24 | Photos,3.8,9.9,Banking,Mumbai +355 other locations
RBL Bank,"RBL Bank | Follow | 3.5 | (4.3k) | Banking | Mumbai +312 other locations | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 4.3k | Reviews | 18.9k | Salaries | 256 | Interviews | 46 | Jobs | 227 | Benefits | 13 | Photos",3.5,18.9,Banking,Mumbai +312 other locations
HDFC ERGO General Insurance,"HDFC ERGO General Insurance | Follow | 3.9 | (4.3k) | Insurance | Mumbai +337 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Company Culture, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 4.3k | Reviews | 12.4k | Salaries | 220 | Interviews | 31 | Jobs | 284 | Benefits | 7 | Photos",3.9,12.4,Insurance,Mumbai +337 other locations
Royal Enfield,"Royal Enfield | Follow | 4.2 | (4.3k) | Automobile | Chennai +386 other locations | Highly Rated For | Company Culture, Work Life Balance, Work Satisfaction | Critically Rated For | Promotions | To view salary insights | Select designation | 4.3k | Reviews | 15.3k | Salaries | 215 | Interviews | 4 | Jobs | 403 | Benefits | 39 | Photos",4.2,15.3,Automobile,Chennai +386 other locations
Cloudnine Hospital,"Cloudnine Hospital | Follow | 4.5 | (4.2k) | Healthcare | Bengaluru +48 other locations | Highly Rated For | Company Culture, Job Security, Skill Development | To view salary insights | Select designation | 4.2k | Reviews | 3.3k | Salaries | 1.7k | Interviews | 28 | Jobs | 243 | Benefits | 7 | Photos",4.5,3.3,Healthcare,Bengaluru +48 other locations
John Deere,"John Deere | Follow | 4.0 | (4.2k) | Industrial Machinery | Pune +163 other locations | Highly Rated For | Company Culture, Work Life Balance, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 4.2k | Reviews | 16.1k | Salaries | 281 | Interviews | 4 | Jobs | 448 | Benefits | 12 | Photos",4.0,16.1,Industrial Machinery,Pune +163 other locations
Cummins,"Cummins | Follow | 4.3 | (4.2k) | Industrial Machinery | Pune +122 other locations | Highly Rated For | Company Culture, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 4.2k | Reviews | 15.8k | Salaries | 305 | Interviews | 223 | Jobs | 473 | Benefits | 17 | Photos",4.3,15.8,Industrial Machinery,Pune +122 other locations
Publicis Sapient,"Publicis Sapient | Follow | 3.2 | (4.2k) | IT Services & Consulting | Bengaluru +47 other locations | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 4.2k | Reviews | 33.6k | Salaries | 724 | Interviews | 96 | Jobs | 422 | Benefits | 70 | Photos",3.2,33.6,IT Services & Consulting,Bengaluru +47 other locations
Kogta Financial India Limited,"Kogta Financial India Limited | Follow | 4.6 | (4.2k) | NBFC | Jaipur +261 other locations | Highly Rated For | Company Culture, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 4.2k | Reviews | 2.1k | Salaries | 252 | Interviews | 100 | Jobs | 40 | Benefits | 39 | Photos",4.6,2.1,NBFC,Jaipur +261 other locations
Grasim Industries,"Grasim Industries | Follow | 4.0 | (4.2k) | Building Material | Bharuch +279 other locations | Highly Rated For | Job Security, Work Life Balance, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 4.2k | Reviews | 13.7k | Salaries | 306 | Interviews | 2 | Jobs | 311 | Benefits | 17 | Photos",4.0,13.7,Building Material,Bharuch +279 other locations
Tata Communications,"Tata Communications | Follow | 3.8 | (4.2k) | Telecom | Pune +104 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 4.2k | Reviews | 24k | Salaries | 314 | Interviews | 257 | Jobs | 432 | Benefits | 13 | Photos",3.8,24.0,Telecom,Pune +104 other locations
Aditya Birla Sun Life Insurance,"Aditya Birla Sun Life Insurance | Follow | 4.0 | (4.2k) | Insurance | Mumbai +531 other locations | Highly Rated For | Work Life Balance, Company Culture, Skill Development | To view salary insights | Select designation | 4.2k | Reviews | 10.9k | Salaries | 198 | Interviews | -- | Jobs | 227 | Benefits | 23 | Photos",4.0,10.9,Insurance,Mumbai +531 other locations
Alembic Pharmaceuticals,Alembic Pharmaceuticals | Follow | 3.9 | (4.2k) | Pharma | Vadodara +193 other locations | Highly Rated For | Salary | To view salary insights | Select designation | 4.2k | Reviews | 15.8k | Salaries | 277 | Interviews | 63 | Jobs | 398 | Benefits | 9 | Photos,3.9,15.8,Pharma,Vadodara +193 other locations
Blinkit,"Blinkit | Follow | 3.8 | (4.1k) | Internet | Gurugram +194 other locations | Highly Rated For | Skill Development, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 4.1k | Reviews | 15.1k | Salaries | 433 | Interviews | 2 | Jobs | 260 | Benefits | 45 | Photos",3.8,15.1,Internet,Gurugram +194 other locations
Bank of America,"Bank of America | Follow | 4.1 | (4.1k) | Banking | Gurugram +43 other locations | Highly Rated For | Job Security, Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 4.1k | Reviews | 30.9k | Salaries | 301 | Interviews | -- | Jobs | 427 | Benefits | -- | Photos",4.1,30.9,Banking,Gurugram +43 other locations
KPIT Technologies,"KPIT Technologies | Follow | 2.8 | (4.1k) | Software Product | Pune +45 other locations | Critically Rated For | Promotions, Job Security, Company Culture | To view salary insights | Select designation | 4.1k | Reviews | 24.8k | Salaries | 363 | Interviews | 33 | Jobs | 304 | Benefits | 17 | Photos",2.8,24.8,Software Product,Pune +45 other locations
Pidilite Industries,"Pidilite Industries | Follow | 4.2 | (4.2k) | Chemicals | Mumbai +327 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security, Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 4.2k | Reviews | 12.4k | Salaries | 279 | Interviews | 6 | Jobs | 373 | Benefits | 5 | Photos",4.2,12.4,Chemicals,Mumbai +327 other locations
Kyndryl,"Kyndryl | Follow | 3.9 | (4.1k) | IT Services & Consulting | Bengaluru +47 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Company Culture, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 4.1k | Reviews | 29.1k | Salaries | 248 | Interviews | 832 | Jobs | 194 | Benefits | 60 | Photos",3.9,29.1,IT Services & Consulting,Bengaluru +47 other locations
