Company Name,Raw Card Text,Company Rating,Reviews,Industry,Location
Barclays,"Barclays | Follow | 3.7 | (3.6k) | Banking | Pune +39 other locations | Critically Rated For | Promotions, Work Satisfaction, Skill Development | To view salary insights | Select designation | 3.6k | Reviews | 35.3k | Salaries | 336 | Interviews | -- | Jobs | 280 | Benefits | 28 | Photos",3.7,35.3,Banking,Pune +39 other locations
ABB,"ABB | Follow | 4.0 | (3.6k) | Industrial Machinery | Bengaluru +113 other locations | Highly Rated For | Job Security, Company Culture, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 3.6k | Reviews | 19.4k | Salaries | 336 | Interviews | 473 | Jobs | 398 | Benefits | 6 | Photos",4.0,19.4,Industrial Machinery,Bengaluru +113 other locations
[24]7.ai,"[24]7.ai | Follow | 3.4 | (3.6k) | Hospitality | Bengaluru +37 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 3.6k | Reviews | 11.7k | Salaries | 207 | Interviews | 59 | Jobs | 425 | Benefits | 10 | Photos",3.4,11.7,Hospitality,Bengaluru +37 other locations
DTDC Express,"DTDC Express | Follow | 3.7 | (3.6k) | Logistics | New Delhi +283 other locations | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 3.6k | Reviews | 9k | Salaries | 213 | Interviews | 28 | Jobs | 271 | Benefits | 3 | Photos",3.7,9.0,Logistics,New Delhi +283 other locations
Hindustan Coca Cola Beverages,"Hindustan Coca Cola Beverages | Follow | 4.0 | (3.6k) | Beverage | Bengaluru +272 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Salary, Skill Development, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 3.6k | Reviews | 8.1k | Salaries | 199 | Interviews | 89 | Jobs | 389 | Benefits | 4 | Photos",4.0,8.1,Beverage,Bengaluru +272 other locations
RSPL Group,"RSPL Group | Follow | 4.0 | (3.6k) | FMCG | Kanpur +267 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security, Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 3.6k | Reviews | 10.1k | Salaries | 282 | Interviews | 105 | Jobs | 313 | Benefits | 8 | Photos",4.0,10.1,FMCG,Kanpur +267 other locations
Bajaj General Insurance Limited,"Bajaj General Insurance Limited | Follow | 3.6 | (3.6k) | Insurance | Pune +311 other locations | Critically Rated For | Promotions, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 3.6k | Reviews | 11.1k | Salaries | 149 | Interviews | 17 | Jobs | 253 | Benefits | 9 | Photos",3.6,11.1,Insurance,Pune +311 other locations
AGS Health,"AGS Health | Follow | 3.9 | (3.6k) | Analytics & KPO | Chennai +66 other locations | Highly Rated For | Company Culture, Job Security, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 3.6k | Reviews | 15.6k | Salaries | 227 | Interviews | 71 | Jobs | 304 | Benefits | -- | Photos",3.9,15.6,Analytics & KPO,Chennai +66 other locations
UBS,"UBS | Follow | 3.7 | (3.6k) | Financial Services | Pune +23 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 3.6k | Reviews | 32.4k | Salaries | 383 | Interviews | -- | Jobs | 135 | Benefits | 11 | Photos",3.7,32.4,Financial Services,Pune +23 other locations
IndusInd Nippon Life Insurance,"IndusInd Nippon Life Insurance | Follow | 3.3 | (3.6k) | Mumbai +504 other locations | Critically Rated For | Job Security, Work Satisfaction, Company Culture | To view salary insights | Select designation | 3.6k | Reviews | 8.1k | Salaries | 175 | Interviews | 14 | Jobs | 223 | Benefits | 14 | Photos",3.3,8.1,Mumbai +504 other locations,Critically Rated For
Ceat Tyres,"Ceat Tyres | Follow | 3.9 | (3.6k) | Auto Components | Nagpur +147 other locations | Highly Rated For | Job Security, Company Culture, Skill Development | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 3.6k | Reviews | 13.2k | Salaries | 218 | Interviews | 47 | Jobs | 357 | Benefits | 8 | Photos",3.9,13.2,Auto Components,Nagpur +147 other locations
NatWest Group,"NatWest Group | Follow | 3.9 | (3.5k) | Banking | Gurugram +33 other locations | Highly Rated For | Work Life Balance, Job Security, Company Culture | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 3.5k | Reviews | 22.3k | Salaries | 248 | Interviews | 6 | Jobs | 385 | Benefits | 11 | Photos",3.9,22.3,Banking,Gurugram +33 other locations
Croma,Croma | Follow | 3.8 | (3.5k) | Retail | Mumbai +201 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 3.5k | Reviews | 10.1k | Salaries | 202 | Interviews | 49 | Jobs | 211 | Benefits | 11 | Photos,3.8,10.1,Retail,Mumbai +201 other locations
Alstom Transportation,"Alstom Transportation | Follow | 3.7 | (3.5k) | Engineering & Construction | Bengaluru +87 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 3.5k | Reviews | 16.2k | Salaries | 297 | Interviews | 175 | Jobs | 199 | Benefits | 8 | Photos",3.7,16.2,Engineering & Construction,Bengaluru +87 other locations
Ford Motor,"Ford Motor | Follow | 4.2 | (3.5k) | Automobile | Chennai +135 other locations | Highly Rated For | Company Culture, Work Life Balance, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 3.5k | Reviews | 15.7k | Salaries | 183 | Interviews | 3 | Jobs | 409 | Benefits | 12 | Photos",4.2,15.7,Automobile,Chennai +135 other locations
Niva Bupa Health Insurance Company,"Niva Bupa Health Insurance Company | Follow | 3.9 | (3.5k) | Insurance | New Delhi +334 other locations | Highly Rated For | Work Life Balance, Job Security, Salary | To view salary insights | Select designation | 3.5k | Reviews | 9.1k | Salaries | 392 | Interviews | 238 | Jobs | 143 | Benefits | 13 | Photos",3.9,9.1,Insurance,New Delhi +334 other locations
InterGlobe Aviation,"InterGlobe Aviation | Follow | 3.4 | (3.5k) | Aviation | New Delhi +105 other locations | Critically Rated For | Promotions, Salary, Work Life Balance | To view salary insights | Select designation | 3.5k | Reviews | 14.2k | Salaries | 390 | Interviews | 29 | Jobs | 328 | Benefits | 5 | Photos",3.4,14.2,Aviation,New Delhi +105 other locations
HARMAN,"HARMAN | Follow | 3.8 | (3.5k) | Consumer Electronics & Appliances | Bengaluru +43 other locations | Highly Rated For | Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 3.5k | Reviews | 24.2k | Salaries | 304 | Interviews | 122 | Jobs | 114 | Benefits | 3 | Photos",3.8,24.2,Consumer Electronics & Appliances,Bengaluru +43 other locations
Jindal Stainless,"Jindal Stainless | Follow | 4.1 | (3.5k) | Iron & Steel | Jajpur +81 other locations | Highly Rated For | Job Security, Work Life Balance, Skill Development | To view salary insights | Select designation | 3.5k | Reviews | 12.3k | Salaries | 348 | Interviews | 140 | Jobs | 220 | Benefits | 13 | Photos",4.1,12.3,Iron & Steel,Jajpur +81 other locations
Conduent,"Conduent | Follow | 3.4 | (3.5k) | BPO | Bengaluru +38 other locations | Critically Rated For | Promotions, Salary, Skill Development | To view salary insights | Select designation | 3.5k | Reviews | 17.4k | Salaries | 251 | Interviews | 207 | Jobs | 383 | Benefits | 10 | Photos",3.4,17.4,BPO,Bengaluru +38 other locations
Tata Technologies,"Tata Technologies | Follow | 3.4 | (3.5k) | Automobile | Pune +65 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 3.5k | Reviews | 23.9k | Salaries | 323 | Interviews | 331 | Jobs | 328 | Benefits | 14 | Photos",3.4,23.9,Automobile,Pune +65 other locations
Tata AutoComp Systems,"Tata AutoComp Systems | Follow | 3.6 | (3.4k) | Auto Components | Pune +88 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 3.4k | Reviews | 12.1k | Salaries | 231 | Interviews | 99 | Jobs | 197 | Benefits | 5 | Photos",3.6,12.1,Auto Components,Pune +88 other locations
Tata AIG,"Tata AIG | Follow | 3.9 | (3.4k) | Insurance | Mumbai +266 other locations | Highly Rated For | Job Security, Company Culture, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 3.4k | Reviews | 12.4k | Salaries | 205 | Interviews | 48 | Jobs | 250 | Benefits | 6 | Photos",3.9,12.4,Insurance,Mumbai +266 other locations
GeBBS Healthcare Solutions,"GeBBS Healthcare Solutions | Follow | 3.8 | (3.4k) | BPO | Mumbai +28 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 3.4k | Reviews | 11.5k | Salaries | 192 | Interviews | 69 | Jobs | 305 | Benefits | 11 | Photos",3.8,11.5,BPO,Mumbai +28 other locations
Indian Air Force,"Indian Air Force | Follow | 4.6 | (3.4k) | Defence & Aerospace | New Delhi +138 other locations | Highly Rated For | Job Security, Skill Development, Salary | To view salary insights | Select designation | 3.4k | Reviews | 5.5k | Salaries | 90 | Interviews | 2 | Jobs | 361 | Benefits | -- | Photos",4.6,5.5,Defence & Aerospace,New Delhi +138 other locations
Canara HSBC Life Insurance,"Canara HSBC Life Insurance | Follow | 4.1 | (3.4k) | Insurance | Gurugram +374 other locations | Highly Rated For | Work Life Balance, Salary, Company Culture | To view salary insights | Select designation | 3.4k | Reviews | 6.5k | Salaries | 581 | Interviews | 10 | Jobs | 182 | Benefits | 10 | Photos",4.1,6.5,Insurance,Gurugram +374 other locations
PepsiCo,"PepsiCo | Follow | 4.0 | (3.4k) | Food Processing | Hyderabad +294 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Company Culture, Work Life Balance, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 3.4k | Reviews | 14.8k | Salaries | 263 | Interviews | 262 | Jobs | 276 | Benefits | 19 | Photos",4.0,14.8,Food Processing,Hyderabad +294 other locations
Max Healthcare,"Max Healthcare | Follow | 4.0 | (3.4k) | Healthcare | New Delhi +79 other locations | Highly Rated For | Skill Development, Job Security, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 3.4k | Reviews | 10.8k | Salaries | 211 | Interviews | 115 | Jobs | 306 | Benefits | 26 | Photos",4.0,10.8,Healthcare,New Delhi +79 other locations
UPL,"UPL | Follow | 4.1 | (3.4k) | Agro Chemicals | Ankleshwar +193 other locations | Highly Rated For | Job Security, Work Life Balance, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 3.4k | Reviews | 11.3k | Salaries | 237 | Interviews | 49 | Jobs | 303 | Benefits | 2 | Photos",4.1,11.3,Agro Chemicals,Ankleshwar +193 other locations
Mankind Pharma,Mankind Pharma | Follow | 3.8 | (3.3k) | Pharma | New Delhi +257 other locations | Highly Rated For | Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 3.3k | Reviews | 10k | Salaries | 273 | Interviews | 15 | Jobs | 267 | Benefits | 15 | Photos,3.8,10.0,Pharma,New Delhi +257 other locations
Titan Company,"Titan Company | Follow | 4.2 | (3.3k) | Retail | Bengaluru +191 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Company Culture, Job Security, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 3.3k | Reviews | 10.2k | Salaries | 226 | Interviews | 119 | Jobs | 354 | Benefits | 16 | Photos",4.2,10.2,Retail,Bengaluru +191 other locations
Quest Global,"Quest Global | Follow | 3.5 | (3.3k) | IT Services & Consulting | Bengaluru +52 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 3.3k | Reviews | 22.8k | Salaries | 383 | Interviews | 249 | Jobs | 215 | Benefits | -- | Photos",3.5,22.8,IT Services & Consulting,Bengaluru +52 other locations
MSN Laboratories,"MSN Laboratories | Follow | 3.6 | (3.3k) | Pharma | Hyderabad +112 other locations | Highly Rated For | Job Security | Critically Rated For | Company Culture, Work Satisfaction, Work Life Balance | To view salary insights | Select designation | 3.3k | Reviews | 10.2k | Salaries | 187 | Interviews | 23 | Jobs | 169 | Benefits | 7 | Photos",3.6,10.2,Pharma,Hyderabad +112 other locations
Varroc Group,"Varroc Group | Follow | 3.6 | (3.3k) | Auto Components | Pune +65 other locations | Critically Rated For | Promotions, Job Security, Company Culture | To view salary insights | Select designation | 3.3k | Reviews | 9.9k | Salaries | 233 | Interviews | 32 | Jobs | 259 | Benefits | 5 | Photos",3.6,9.9,Auto Components,Pune +65 other locations
Amazon Transportation Services,"Amazon Transportation Services | Follow | 4.2 | (3.3k) | Logistics | Hyderabad +236 other locations | Highly Rated For | Company Culture, Skill Development, Salary | To view salary insights | Select designation | 3.3k | Reviews | 8.8k | Salaries | 268 | Interviews | -- | Jobs | 259 | Benefits | 27 | Photos",4.2,8.8,Logistics,Hyderabad +236 other locations
Societe Generale Global Solution Centre,"Societe Generale Global Solution Centre | Follow | 3.6 | (3.3k) | IT Services & Consulting | Bengaluru +26 other locations | Highly Rated For | Work Life Balance, Job Security | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 3.3k | Reviews | 23.8k | Salaries | 309 | Interviews | 13 | Jobs | 308 | Benefits | -- | Photos",3.6,23.8,IT Services & Consulting,Bengaluru +26 other locations
Ambuja Cements,"Ambuja Cements | Follow | 3.8 | (3.3k) | Building Material | Ahmedabad +307 other locations | Critically Rated For | Promotions, Job Security | To view salary insights | Select designation | 3.3k | Reviews | 8.9k | Salaries | 262 | Interviews | 28 | Jobs | 313 | Benefits | 6 | Photos",3.8,8.9,Building Material,Ahmedabad +307 other locations
Dilip Buildcon,"Dilip Buildcon | Follow | 3.8 | (3.3k) | Engineering & Construction | Bhopal +238 other locations | Highly Rated For | Salary | Critically Rated For | Promotions, Job Security | To view salary insights | Select designation | 3.3k | Reviews | 8k | Salaries | 201 | Interviews | 14 | Jobs | 304 | Benefits | 26 | Photos",3.8,8.0,Engineering & Construction,Bhopal +238 other locations
IDFC FIRST Bharat,"IDFC FIRST Bharat | Follow | 4.1 | (3.3k) | Financial Services | Chennai +475 other locations | Highly Rated For | Work Life Balance, Skill Development, Salary | To view salary insights | Select designation | 3.3k | Reviews | 5.3k | Salaries | 172 | Interviews | 5 | Jobs | 99 | Benefits | 2 | Photos",4.1,5.3,Financial Services,Chennai +475 other locations
Walmart,"Walmart | Follow | 3.4 | (3.3k) | Retail | Bengaluru +97 other locations | Critically Rated For | Promotions, Work Satisfaction, Job Security | To view salary insights | Select designation | 3.3k | Reviews | 25.4k | Salaries | 455 | Interviews | 221 | Jobs | 329 | Benefits | 12 | Photos",3.4,25.4,Retail,Bengaluru +97 other locations
Afcons Infrastructure,"Afcons Infrastructure | Follow | 4.2 | (3.3k) | Engineering & Construction | Mumbai +130 other locations | Highly Rated For | Job Security, Skill Development, Company Culture | To view salary insights | Select designation | 3.3k | Reviews | 8.8k | Salaries | 286 | Interviews | 51 | Jobs | 331 | Benefits | 15 | Photos",4.2,8.8,Engineering & Construction,Mumbai +130 other locations
S&P Global,"S&P Global | Follow | 3.9 | (3.3k) | Analytics & KPO | Hyderabad +50 other locations | Highly Rated For | Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 3.3k | Reviews | 21.7k | Salaries | 345 | Interviews | 102 | Jobs | 237 | Benefits | 2 | Photos",3.9,21.7,Analytics & KPO,Hyderabad +50 other locations
Zepto,"Zepto | Follow | 3.6 | (3.3k) | Internet | Bengaluru +115 other locations | Critically Rated For | Job Security, Promotions, Company Culture | To view salary insights | Select designation | 3.3k | Reviews | 12k | Salaries | 507 | Interviews | 29 | Jobs | 78 | Benefits | 17 | Photos",3.6,12.0,Internet,Bengaluru +115 other locations
Allcargo Logistics,Allcargo Logistics | Follow | 3.8 | (3.3k) | Logistics | Mumbai +177 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 3.3k | Reviews | 6.8k | Salaries | 144 | Interviews | 15 | Jobs | 337 | Benefits | 10 | Photos,3.8,6.8,Logistics,Mumbai +177 other locations
ESAF Small Finance Bank,"ESAF Small Finance Bank | Follow | 3.6 | (3.3k) | Banking | Thrissur +476 other locations | Critically Rated For | Promotions, Work Satisfaction, Company Culture | To view salary insights | Select designation | 3.3k | Reviews | 8.2k | Salaries | 188 | Interviews | 6 | Jobs | 118 | Benefits | 23 | Photos",3.6,8.2,Banking,Thrissur +476 other locations
DS Group,"DS Group | Follow | 4.0 | (3.3k) | FMCG | Noida +304 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Job Security, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 3.3k | Reviews | 8.2k | Salaries | 246 | Interviews | 34 | Jobs | 235 | Benefits | 7 | Photos",4.0,8.2,FMCG,Noida +304 other locations
Torrent Pharmaceuticals,"Torrent Pharmaceuticals | Follow | 4.0 | (3.3k) | Pharma | Ahmedabad +139 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security, Work Life Balance, Company Culture | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 3.3k | Reviews | 10.5k | Salaries | 195 | Interviews | 32 | Jobs | 349 | Benefits | 3 | Photos",4.0,10.5,Pharma,Ahmedabad +139 other locations
Bharat Financial Inclusion,"Bharat Financial Inclusion | Follow | 3.7 | (3.3k) | Financial Services | Hyderabad +541 other locations | Highly Rated For | Salary | Critically Rated For | Promotions, Work Satisfaction | To view salary insights | Select designation | 3.3k | Reviews | 5.6k | Salaries | 132 | Interviews | 4 | Jobs | 187 | Benefits | 30 | Photos",3.7,5.6,Financial Services,Hyderabad +541 other locations
Suzlon Group,"Suzlon Group | Follow | 4.0 | (3.2k) | Power | Pune +152 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security, Skill Development, Company Culture | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 3.2k | Reviews | 7.7k | Salaries | 195 | Interviews | 32 | Jobs | 340 | Benefits | 5 | Photos",4.0,7.7,Power,Pune +152 other locations
Tata Elxsi,"Tata Elxsi | Follow | 3.4 | (3.2k) | IT Services & Consulting | Bengaluru +32 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 3.2k | Reviews | 24.7k | Salaries | 350 | Interviews | 82 | Jobs | 222 | Benefits | 8 | Photos",3.4,24.7,IT Services & Consulting,Bengaluru +32 other locations
Indus Towers,"Indus Towers | Follow | 3.6 | (3.2k) | Telecom | Gurugram +252 other locations | Critically Rated For | Promotions, Job Security, Work Life Balance | To view salary insights | Select designation | 3.2k | Reviews | 9.7k | Salaries | 248 | Interviews | 52 | Jobs | 234 | Benefits | 11 | Photos",3.6,9.7,Telecom,Gurugram +252 other locations
Eternal Limited,"Eternal Limited | Follow | 3.5 | (3.2k) | Internet | Gurugram +226 other locations | Critically Rated For | Job Security, Promotions, Work Life Balance | To view salary insights | Select designation | 3.2k | Reviews | 15.9k | Salaries | 381 | Interviews | 16 | Jobs | 235 | Benefits | 12 | Photos",3.5,15.9,Internet,Gurugram +226 other locations
Zensar Technologies,"Zensar Technologies | Follow | 3.5 | (3.2k) | IT Services & Consulting | Pune +30 other locations | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 3.2k | Reviews | 26k | Salaries | 292 | Interviews | 331 | Jobs | 258 | Benefits | 26 | Photos",3.5,26.0,IT Services & Consulting,Pune +30 other locations
Fujitsu,"Fujitsu | Follow | 3.8 | (3.1k) | IT Services & Consulting | Pune +42 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 3.1k | Reviews | 17.8k | Salaries | 215 | Interviews | 109 | Jobs | 209 | Benefits | 19 | Photos",3.8,17.8,IT Services & Consulting,Pune +42 other locations
Marpu Foundation,"Marpu Foundation | Follow | 4.9 | (3.1k) | Non-Profit | Hyderabad +61 other locations | Highly Rated For | Company Culture, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 3.1k | Reviews | 61 | Salaries | 266 | Interviews | -- | Jobs | 8 | Benefits | 5 | Photos",4.9,61.0,Non-Profit,Hyderabad +61 other locations
VVDN Technologies,"VVDN Technologies | Follow | 3.6 | (3.1k) | IT Services & Consulting | Gurugram +52 other locations | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 3.1k | Reviews | 14.6k | Salaries | 275 | Interviews | 19 | Jobs | 138 | Benefits | 12 | Photos",3.6,14.6,IT Services & Consulting,Gurugram +52 other locations
HDFC Sales,"HDFC Sales | Follow | 3.9 | (3.1k) | Financial Services | Mumbai +361 other locations | Highly Rated For | Company Culture, Work Life Balance, Skill Development | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 3.1k | Reviews | 8.2k | Salaries | 203 | Interviews | 30 | Jobs | 192 | Benefits | 2 | Photos",3.9,8.2,Financial Services,Mumbai +361 other locations
Yazaki,Yazaki | Follow | 3.9 | (3.1k) | Auto Components | Pune +95 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 3.1k | Reviews | 9.5k | Salaries | 207 | Interviews | 27 | Jobs | 287 | Benefits | 3 | Photos,3.9,9.5,Auto Components,Pune +95 other locations
IKS Health,"IKS Health | Follow | 3.5 | (3.1k) | BPO | Mumbai +34 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 3.1k | Reviews | 12k | Salaries | 281 | Interviews | 21 | Jobs | 249 | Benefits | 72 | Photos",3.5,12.0,BPO,Mumbai +34 other locations
Shree Cement,"Shree Cement | Follow | 3.7 | (3.1k) | Building Material | Beawar +287 other locations | Critically Rated For | Promotions, Job Security, Company Culture | To view salary insights | Select designation | 3.1k | Reviews | 10.4k | Salaries | 253 | Interviews | 21 | Jobs | 238 | Benefits | 15 | Photos",3.7,10.4,Building Material,Beawar +287 other locations
Exl India,"Exl India | Follow | 3.5 | (3.1k) | Logistics | New Delhi +46 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Salary, Skill Development | To view salary insights | Select designation | 3.1k | Reviews | 19.7k | Salaries | 142 | Interviews | 1 | Jobs | 198 | Benefits | 1 | Photos",3.5,19.7,Logistics,New Delhi +46 other locations
I Process Services,"I Process Services | Follow | 3.8 | (3.1k) | Recruitment | Mumbai +419 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 3.1k | Reviews | 5.6k | Salaries | 144 | Interviews | 6 | Jobs | 119 | Benefits | 4 | Photos",3.8,5.6,Recruitment,Mumbai +419 other locations
Physicswallah,"Physicswallah | Follow | 3.6 | (3.1k) | EdTech | Noida +155 other locations | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 3.1k | Reviews | 10.2k | Salaries | 326 | Interviews | 366 | Jobs | 92 | Benefits | 11 | Photos",3.6,10.2,EdTech,Noida +155 other locations
ACC,"ACC | Follow | 3.9 | (3.1k) | Building Material | Mumbai +287 other locations | Critically Rated For | Promotions, Job Security | To view salary insights | Select designation | 3.1k | Reviews | 9.2k | Salaries | 245 | Interviews | -- | Jobs | 274 | Benefits | 8 | Photos",3.9,9.2,Building Material,Mumbai +287 other locations
CMS IT Services,"CMS IT Services | Follow | 3.0 | (3.1k) | IT Services & Consulting | Mumbai +153 other locations | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 3.1k | Reviews | 9.1k | Salaries | 164 | Interviews | 71 | Jobs | 190 | Benefits | 7 | Photos",3.0,9.1,IT Services & Consulting,Mumbai +153 other locations
Square Yards,"Square Yards | Follow | 3.5 | (3.1k) | Internet | Gurugram +53 other locations | Critically Rated For | Job Security, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 3.1k | Reviews | 9.8k | Salaries | 262 | Interviews | 50 | Jobs | 225 | Benefits | 37 | Photos",3.5,9.8,Internet,Gurugram +53 other locations
Nokia,"Nokia | Follow | 4.0 | (3.1k) | Telecom | Bengaluru +172 other locations | Highly Rated For | Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 3.1k | Reviews | 17.7k | Salaries | 339 | Interviews | 68 | Jobs | 556 | Benefits | 15 | Photos",4.0,17.7,Telecom,Bengaluru +172 other locations
Future Group,"Future Group | Follow | 4.3 | (3k) | Retail | Mumbai +212 other locations | Highly Rated For | Skill Development, Company Culture, Work Life Balance | To view salary insights | Select designation | 3k | Reviews | 6.1k | Salaries | 86 | Interviews | -- | Jobs | 400 | Benefits | 3 | Photos",4.3,6.1,Retail,Mumbai +212 other locations
Foxconn,"Foxconn | Follow | 3.8 | (3k) | Electronics Manufacturing | Chennai +72 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Company Culture | To view salary insights | Select designation | 3k | Reviews | 12.8k | Salaries | 269 | Interviews | 11 | Jobs | 148 | Benefits | 4 | Photos",3.8,12.8,Electronics Manufacturing,Chennai +72 other locations
Shoppers Stop,"Shoppers Stop | Follow | 3.9 | (3k) | Retail | Mumbai +88 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Company Culture, Work Life Balance, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 3k | Reviews | 7.1k | Salaries | 154 | Interviews | 50 | Jobs | 322 | Benefits | 18 | Photos",3.9,7.1,Retail,Mumbai +88 other locations
Apollo Tyres,"Apollo Tyres | Follow | 4.0 | (3k) | Auto Components | Chennai +185 other locations | Highly Rated For | Company Culture, Work Life Balance, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 3k | Reviews | 10.2k | Salaries | 161 | Interviews | 19 | Jobs | 339 | Benefits | 7 | Photos",4.0,10.2,Auto Components,Chennai +185 other locations
Fiserv,"Fiserv | Follow | 2.7 | (3k) | FinTech | Pune +35 other locations | Critically Rated For | Promotions, Job Security, Company Culture | To view salary insights | Select designation | 3k | Reviews | 17.6k | Salaries | 205 | Interviews | 21 | Jobs | 327 | Benefits | 11 | Photos",2.7,17.6,FinTech,Pune +35 other locations
Britannia,"Britannia | Follow | 4.0 | (3k) | Hospitality | Pune +317 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 3k | Reviews | 8.8k | Salaries | 254 | Interviews | 48 | Jobs | 260 | Benefits | 8 | Photos",4.0,8.8,Hospitality,Pune +317 other locations
Dalmia Bharat Cement,"Dalmia Bharat Cement | Follow | 3.9 | (3k) | Building Material | New Delhi +263 other locations | Highly Rated For | Job Security, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 3k | Reviews | 42 | Salaries | 215 | Interviews | 74 | Jobs | 260 | Benefits | 16 | Photos",3.9,42.0,Building Material,New Delhi +263 other locations
ZS,"ZS | Follow | 3.0 | (3k) | Management Consulting | Pune +19 other locations | Critically Rated For | Work Life Balance, Work Satisfaction, Company Culture | To view salary insights | Select designation | 3k | Reviews | 22.9k | Salaries | 544 | Interviews | 84 | Jobs | 287 | Benefits | 23 | Photos",3.0,22.9,Management Consulting,Pune +19 other locations
Landmark Group,Landmark Group | Follow | 3.8 | (3k) | Retail | Bengaluru +177 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 3k | Reviews | 9.7k | Salaries | 182 | Interviews | 4 | Jobs | 274 | Benefits | 9 | Photos,3.8,9.7,Retail,Bengaluru +177 other locations
SRF,"SRF | Follow | 4.1 | (3k) | Chemicals | Bharuch +70 other locations | Highly Rated For | Job Security, Salary, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 3k | Reviews | 9.5k | Salaries | 218 | Interviews | 10 | Jobs | 264 | Benefits | 5 | Photos",4.1,9.5,Chemicals,Bharuch +70 other locations
